ID	TCGA_BC_A10Q_LIHC_NT	TCGA_BC_A10T_LIHC_NT	TCGA_BC_A10W_LIHC_NT	TCGA_2V_A95S_LIHC_TP	TCGA_2Y_A9GS_LIHC_TP	TCGA_2Y_A9GU_LIHC_TP	TCGA_A7_A0CE_BRCA_NT	TCGA_A7_A0CH_BRCA_NT	TCGA_A7_A0D9_BRCA_NT	TCGA_3C_AAAU_BRCA_TP	TCGA_3C_AALJ_BRCA_TP	TCGA_3C_AALK_BRCA_TP
ENSG00000140285	37	23	9	1405	3302	1801	785.7143	428.7729	853.8697	3387.9962	1489.5739	1882.499
ENSG00000107831	3	1	0	815	1287	1256	0	1.5045	0.5092	1500.2999	773.3454	760.0331
ENSG00000102678	2	0	5	2421	2863	799	6.0317	22.567	20.8758	1548.5521	1053.4905	784.4435
ENSG00000137440	1	3	1	501	34	2	171.746	133.5214	39.2057	186.1158	583.8622	177.079
ENSG00000137441	8	12	29	0	0	3	30.1587	583.733	481.1609	6.8932	6.3463	3.3099
ENSG00000174721	29	22	48	20	6	842	53.9683	60.1787	34.1141	0.3447	2.7199	0.4137
ENSG00000111790	429	452	551	121	64	2	407.9365	451.716	549.389	33.4319	0.9066	27.3066
ENSG00000213066	362.44	287.19	515.57	787	1892	1340	296.5556	122.1514	134.2413	300.5425	912.9646	1041.3736
ENSG00000077782	377	662	535	1473	995	133	4221.9048	5754.96	8582.9939	184.3925	602.9012	366.9839
ENSG00000066468	1829	2085	1416	23	95	8	1381.2698	769.1584	307.5356	62.7279	23.5721	26.4791
ENSG00000068078	1297	1322	1068	475	7573	1011	345.7143	151.1989	37.6782	501.1339	244.7869	254.4477
ENSG00000160867	3029	2182	2718	300	11176	1838	136.8254	77.1039	4.0733	0	0	0.4137
ENSG00000127418	1767	1563	1879	0	2	0	494.2857	786.4598	1011.7108	0	0	0.4137
ENSG00000172456	886	1029	524	53	178	60	201.2698	201.5985	113.0346	61.6939	99.728	155.5647
ENSG00000171557	336387	449428	371642	685	1606	692	99.3651	7.1462	6.6191	938.506	565.7298	752.5859
ENSG00000104760	56431	47533	134787	0	0	1	88.254	3.385	0	0	0	0
ENSG00000127951	612	751	1190	0	0	0	899.6825	1516.126	3389.5112	1.7233	0	0.4137
ENSG00000000938	247	157	213	38	2	2	240.3175	514.1514	404.7862	38.6018	8.1596	50.4758
ENSG00000142621	1	1	10	8	1	1	43.2222	16.9591	7.1283	1.3786	9.0662	3.7236
ENSG00000137460	12	10	20	311361	175658	455127	227.3016	151.575	64.1548	0.3447	13.5993	0.4137
ENSG00000189283	69	44	46	231643	108779	340121	104.4444	88.3874	59.5723	0.6893	0.9066	4.5511
ENSG00000022267	1022	2319	1050	150	115	97	3649.5238	28230.1834	75675.1527	1302.8103	838.6219	289.2015
ENSG00000115641	192	334	893	401	262	57	3612.0635	1329.9483	187.3727	64.7959	153.2185	93.5043
ENSG00000183386	207	240	361	589	171	54	643.1746	437.0475	145.112	1183.5584	2186.7634	1394.7042
ENSG00000112214	0	0	1	477	593	1270	107.3016	112.0827	181.7719	225.7515	200.3626	164.2532
ENSG00000135723	76	181	161	129	438	337	593.9683	658.9563	581.9756	241.9505	461.4687	398.4278
ENSG00000134775	41	13	69	687	949	474	753.6508	406.2059	91.6497	738.2592	1887.5793	716.5908
ENSG00000091483	7480	4964	9277	0	0	0	1449.5238	1633.8505	1680.2444	349.484	99.728	7.0335
ENSG00000130720	0	0	2	16	33.05	63.01	4.7619	71.8383	3.055	47.9076	79.7824	49.2346
ENSG00000176971	53	48	45	7	344	40	512.381	807.5223	629.8371	11.0291	16.3191	59.1643
ENSG00000172500	769	581	982	671	151	61	1055.5556	1080.583	634.9287	321.9113	393.4723	228.796
ENSG00000198855	75	88	31	1717	96	2	68.8889	87.6352	108.4521	4.8252	124.2067	183.2851
ENSG00000112367	137	157	317	0	1	0	561.9048	629.2431	646.1303	0	1.8132	1.6549
ENSG00000165197	9	6	6	4	6	4	544.127	846.2623	741.3442	4.8252	0	0.4137
ENSG00000183733	0	0	0	12	8	1	2.5397	0	0.5092	11.3737	10.8794	35.995
ENSG00000132436	92	66	87	3873	6037	134	222.2222	182.7927	159.3686	1.7233	3.6265	2.0687
ENSG00000261308	65	14	58	12	35	23	55.5556	33.0983	25.4582	210.9312	240.2539	429.0443
ENSG00000182263	77	49	31	0	0	0	36.1905	52.2802	293.279	0.3447	0	0
ENSG00000168386	638	424	911	264	4167	779	1596.8254	2042.3131	4394.0937	0	0	0
ENSG00000118407	127	108	71	7	1	0	64.4444	121.1095	385.947	1.034	0.9066	0.4137
ENSG00000145216	445.92	438.6	641.51	188.64	212.37	50.27	641.9206	498.3507	575.6415	49.8239	55.757	72.2094
ENSG00000214253	3294.74	2854.39	4539.19	0	8	0	2021.8381	2508.5096	2215.6925	0.3447	0.9066	0.4137
ENSG00000139914	177	141	406	0	1	1	9.2063	12.788	3.5642	0	0	0
ENSG00000197296	51	28	41	1	0	0	64.4444	64.6921	170.0611	0.3447	0	2.8962
ENSG00000179943	291	296	384	55	107	6	423.8095	423.8834	225.5601	45.1503	128.7398	230.451
ENSG00000179431	101	132	301	2	2	1	249.8413	154.2078	17.3116	2.068	0	4.9648
ENSG00000141756	381	286	413	0	0	1	2381.9048	1715.4678	994.3992	0	0	3.3099
ENSG00000134285	887	292	1126	64	12	15	520.6349	429.5252	126.2729	1.034	11.786	3.3099
ENSG00000106080	101	59	32	41	21	34	230.4762	148.9422	286.6599	46.1843	25.3853	76.9549
ENSG00000119321	513	580.33	711.87	415	457	365	1180.0095	1220.7127	1219.9593	329.8385	385.3128	340.5048
ENSG00000088832	2550	2701	4123.14	269.7	1310.14	660.73	4265.8317	5152.8011	5099.3483	119.4105	362.6927	246.0033
ENSG00000119782	125	34	442	162	338	149	153.3333	66.5726	38.6965	3133.9827	13454.2158	3223.0037
ENSG00000173486	2613	1822	3421	5433	3900	2556	1272.6984	1129.102	613.0346	94.0919	737.9873	379.3959
ENSG00000100442	1167	966	1865	4230	1405	3578	1443.8095	1073.0606	929.7352	75.4803	149.592	645.4282
ENSG00000004478	2749	3437	4481	12651	7041	5862	6208.8889	3874.0009	1078.9206	67.8978	33.5449	163.8395
ENSG00000096060	13965	1932	3651	2308	1367	2461	6839.0476	3761.166	6685.8452	201.6254	186.7634	1242.8631
ENSG00000077800	1	1	0	373	11733	3388	0.6762	0	0.5703	261.596	200.3626	136.5329
ENSG00000079150	195	190	309	195737	102884	257267	337.4603	264.0339	326.8839	0	6.3463	0.4137
ENSG00000105701	6379	4564	7060	44376	83045	83632	5100.6349	6156.6526	4687.3727	2.068	0	50.4758
ENSG00000176826	15	11	6	1412	1089	341	48.8889	50.3996	113.0346	174.0527	271.9855	395.1179
ENSG00000122642	985	905	972	345	191	57	3386.6667	4585.6135	6626.2729	75.1356	283.7715	143.9801
ENSG00000204315	95	128	70	2	31	4	157.7778	147.4377	91.6497	45.7087	36.4551	39.6194
ENSG00000181027	320	234	266	171	25	80	336.1905	243.3474	235.7434	518.0222	1328.1958	462.5569
ENSG00000106692	239	182	243	169	66	99	429.2063	374.236	480.1426	8.6165	6.3463	54.1994
ENSG00000160688	766	579	990	910	831	184	630.1587	757.8749	722.5051	171.6401	1410.6981	561.0261
ENSG00000154803	537	304	409	199	651	64	504.9302	649.354	681.7719	149.2373	436.0834	1244.9317
ENSG00000143520	3	0	1	877	447	95	0	0	1.5275	313.6395	561.1967	580.8854
ENSG00000143631	2	2	6	14	2	12	6.381	19.2045	45.0153	21.0242	19.9456	18.2044
ENSG00000151702	174	459	356	426	722	140	577.7778	1082.4636	1158.3503	1505.1251	1946.5095	815.4737
ENSG00000177731	2069	1351	2221	11	22	20	3882.2222	4159.4734	3628.3096	608.3228	169.5376	372.7762
ENSG00000248265	4	2	0	7887	9791	17295	15.873	13.5402	2.0367	1360.3684	1208.5222	1348.3657
ENSG00000177340	0	1	1	1	4	2	2.5397	0.3761	1.0183	12.0631	52.5839	45.0972
ENSG00000275620	0	0	1	45	57	3	2.8571	0	0.5092	76.1696	457.8422	1187.8362
ENSG00000280278	0	0	0	2450	2523	1195	0.6349	0.3761	0	948.1564	921.1242	1429.458
ENSG00000179743	42	46	71	95	178	136	117.7778	104.9365	66.1914	130.281	62.5567	70.3351
ENSG00000279891	0	1	0	378	688	287	25.7143	0.7522	2.0367	301.5765	173.1641	1217.6252
ENSG00000196924	2423	2319	2470	38	92	13	27555.873	30556.8406	28824.3381	0.6893	21.7588	7.861
ENSG00000136068	6526.86	5557.9	5876.94	0	0	0	14699.2603	10164.6112	5000.4277	0	0.9066	0
ENSG00000128591	12	71	37	246	685	152	510.4762	1016.267	720.4684	376.7121	244.7869	179.9752
ENSG00000137312	3090	2834	3817	419	77	380	4331.1111	3693.465	3086.0489	18.6116	7.2529	17.3769
ENSG00000132589	2437	2571	2130	37	236	0	3279.6825	3249.6474	2137.4745	6.8932	7.2529	90.1945
ENSG00000126500	1	2	4	847	437	203	12.381	7.1462	6.11	753.7688	1310.9701	1155.9785
ENSG00000185070	166	147	157	30	52	51	897.1429	732.6751	1432.7902	34.1212	77.9692	52.5445
ENSG00000125848	394	1108	802	1140.7	819.21	836.22	122.8571	159.0973	16.8024	615.6641	461.4869	820.6247
ENSG00000102755	813	1359	925	6358.5	5606.08	3784.27	939.6825	1363.0465	3073.8289	1423.31	1547.0988	1514.1332
ENSG00000090554	63	56	86	50	12	45	122.5397	153.8317	104.888	6.5485	4.5331	6.6198
ENSG00000122025	26	10	11	40	257	38	73.0159	37.2355	16.2933	160.2664	34.4515	58.3368
ENSG00000037280	366	333	442	604	477	624	396.5079	899.6709	473.0143	478.0418	510.4261	496.897
ENSG00000162769	30	27	96	124	103	121	99.6825	47.7668	32.0774	89.6113	205.8024	602.3997
ENSG00000119686	986	242	1076	225	608	164	134.9206	85.7546	92.1589	2238.9037	8938.35	2989.2429
ENSG00000059122	214	252	486	7873	2191	3282	636.1905	784.9553	543.279	262.9747	737.0807	614.398
ENSG00000162076	135	187	151	59	179	9	420.6349	385.5195	213.3401	150.2712	186.7634	302.8548
ENSG00000248905	2	3	2	1122.76	1363.34	458.23	40.3175	10.5313	19.3483	945.1096	1729.0571	1238.0306
ENSG00000155816	1	0	0	5898	8044.18	2092.14	17.1429	18.0536	11.7108	6134.6754	5583.9075	4681.5763
ENSG00000184922	125	168	273.42	120	142	23	489.9968	899.9605	1001.5275	12.0631	29.0118	30.2027
ENSG00000157827	157	145	258	7611	3161	3868	608.254	975.2703	2318.7373	531.1192	1116.9538	1401.7377
ENSG00000161791	101.1	159.2	187.32	2562	3092	2167	668.8762	845.7922	1037.5611	889.9091	893.019	1632.6024
ENSG00000010932	46	9	89	2781	3407	5115	347.619	181.2882	287.6782	15349.036	7803.2638	7487.3811
ENSG00000094963	92	16	107	2888	4748	381	3229.5238	3157.4988	2915.4786	7174.418	1356.301	1329.3339
ENSG00000007933	41271	14514	25692	0	1.05	0	123.1746	107.5693	95.2138	1.4717	2.7743	0.4386
ENSG00000076258	714	1012	1284	54	335	59	214.2857	140.6676	217.9226	139.2422	227.5612	414.1498
ENSG00000131781	10377	10181	7482	9697	14643	7617	435.2381	617.9596	78.4114	3891.5428	4986.4007	4918.0803
ENSG00000117507	0	0	1	3	40	16	8.5714	0	1.5275	48.5969	27.1985	61.6467
ENSG00000215834	0	0	0	890	3867	1361	0	0.7522	0	2810.6927	2161.3781	4223.0037
ENSG00000122176	438	359	502	300	298	140	5236.8254	7585.5195	21145.6212	187.1497	128.7398	179.9752
ENSG00000176988	1	0	1	369	451	500	0	0	0	344.3142	388.0326	367.8113
ENSG00000102081	1389	1232	1548	327	596	161	714.9206	716.5021	787.169	690.6963	559.3835	365.7427
ENSG00000115414	201493	158276	184974	2598	2262	1912	10179.6825	20482.9337	19109.4705	1440.3292	2071.6228	1550.2689
ENSG00000141560	1387	438	1024	1258	991	1191	975.5556	941.0437	1065.1731	837.7829	566.1287	507.6541
ENSG00000167363	1987	1451	2730	0	0	0	394.2857	453.9727	296.8432	0	0	0.4137
ENSG00000137942	655	484	592	3	1	2.19	1756.5079	1332.5811	1399.1853	0.6893	9.0662	13.9057
ENSG00000187239	683	769	1283	564	464	245	1380.9524	1569.9107	1196.5377	157.8537	304.6238	346.2971
ENSG00000109920	593	412	697	4304	4443	2503	1086.3492	778.9375	841.1405	3574.8013	2656.3917	3674.3897
ENSG00000164694	40	80	45	17	5	2	293.3333	135.0259	1834.5214	29.6407	3.6265	4.5511
ENSG00000102531	4359	2618	3562	10	4	0	1680	1196.4269	1550.4073	1.034	5.4397	2.4824
ENSG00000075420	2709	4046	2468	0	0	0	1536.1905	1766.9958	4018.3299	2.068	2.7199	36.8225
ENSG00000115226	3653	2454	4264	0	2	3	552.381	892.5247	668.5336	0.3447	0	0.8275
ENSG00000160097	931	167	557	0	1	0	55.2381	64.6921	104.3788	0	0	0
ENSG00000143107	1	0	0	128	136	78	0	0	0	198.1788	165.9112	113.3637
ENSG00000073598	3	1	5	14	0	0	13.0159	9.4029	5.6008	2.068	0.9066	0.4137
ENSG00000217128	849	514	634	4536	23714	2902	561.5873	735.6841	1189.4094	9714.2089	11809.6102	24470.4179
ENSG00000052795	1385	1228	488	6466.9	17366.59	4491.7	429.8413	493.8411	1649.6945	12439.3917	10371.2965	10192.3914
ENSG00000168522	1074	1175	1239	13	1385	81	1409.8413	1590.221	2189.4094	88.2327	185.8568	395.1179
ENSG00000257365	278.21	279.7	363.36	5431	8651	2960	586.5841	645.8524	719.0479	3352.1517	5765.1859	4699.2139
ENSG00000134612	241	379	361	2207	7604	720	2.8571	4.1373	2.0367	2571.8441	1419.7643	2763.7567
ENSG00000086205	1394	1136	559	25	43	6	122.2222	68.0771	7.6375	8.9611	9.0662	9.5159
ENSG00000110195	8	12	7	26	143	34	604.4444	290.362	17.3116	99.9511	104.2611	438.1465
ENSG00000165457	239	394	1025	469	726	1227	873.6508	1901.2694	1871.6904	1213.1991	801.4506	71.1626
ENSG00000110203	0	0	4	711	1107	1337	0.9524	3.0089	2.5458	918.5158	910.2448	816.7149
ENSG00000183560	0	0	0	659	220	45	0.3175	0	0.5092	31.0193	106.0743	130.3269
ENSG00000125740	2187	784	5684	39	4	8	1578.7302	7710.7663	25013.2383	98.9171	665.4578	118.7422
ENSG00000175592	122	277	542	261	529	414	93.6508	86.8829	41.7515	326.3919	331.8223	355.3993
ENSG00000075426	2002	1254	2628	186	226	91	2008.254	1755.3362	2455.7026	293.3047	239.3472	179.5614
ENSG00000170345	5628	6932	4955	185	434	1091	9372.0635	17392.7598	45853.8697	27.9174	105.1677	76.1274
ENSG00000129514	1526	2186	763	1117	1497	535	2156.8254	2800.9403	39.2057	1016.3989	843.155	808.854
ENSG00000125798	1558	1037	2228	487	359	149	0	4.8895	1.5275	650.0265	931.097	725.693
ENSG00000170608	1259	3084	2064	2	2	0	6.0317	4.1373	0.5092	188.5284	51.6772	66.6115
ENSG00000204612	0	0	0	0	0	0	4.4444	0	0	0	23.5721	4.5511
ENSG00000054598	60	45	60	1564	548	148	278.7302	338.8811	329.9389	347.9744	727.1079	609.3628
ENSG00000176692	0	0	3	297	822	125	33.0159	17.3014	5.6008	275.0377	317.3164	318.9905
ENSG00000251493	2	0	2	711.92	855.86	329.51	7.3016	4.8895	8.1466	734.5093	1205.8386	1023.674
ENSG00000186564	10	6	18	8	41	62	11.1111	25.952	14.7658	13.097	260.1995	135.2917
ENSG00000187140	0	0	0	54	104	3	1.2698	1.1283	2.5458	18.6116	102.4479	181.2164
ENSG00000184492	2	1	4	998	22683	41	1.5873	1.5045	2.0367	4.4806	11.786	36.4088
ENSG00000187559	1	0	2	389	1797	829	4.127	1.8806	2.5458	61.6939	99.728	138.6016
ENSG00000204779	0	0	0	9238	8662	6862	0.3175	0	0	85.4754	34.4515	458.4195
ENSG00000273514	3	1	0	0	1	1	2.2222	0.7522	0	0	0	0
ENSG00000170122	4	4	0	0	0	0	2.2222	12.0357	3.055	0.3447	0.9066	0.4137
ENSG00000178919	1	0	1	227	408	208	6.0317	25.952	10.1833	442.5419	699.9093	1953.6616
ENSG00000186790	0	0	1	1	7	1	1.5873	0.7522	2.5458	0	0	0.8275
ENSG00000103241	105	218	108	4815	3908	3089	22.5397	13.1641	14.7658	1432.0402	718.0417	955.7302
ENSG00000137273	4	1	6	163741	567714	100110	58.4127	76.3517	24.4399	46116.729	120646.4189	136340.5048
ENSG00000176165	0	0	0	839	1979	1182	0.9524	0.3761	0	1077.0588	1126.9266	1568.8871
ENSG00000160973	1.25	1.16	2.64	742	3556	6245	0.873	5.7358	1.2882	703.104	692.6564	1007.0335
ENSG00000168269	8	1	5	964	1634	515	249.8413	162.1063	17.8208	2366.7721	1832.2756	2736.8639
ENSG00000186766	0	0	1	2960	1701	873	7.619	8.6507	14.7658	733.434	1680.8704	1362.019
ENSG00000214336	0	0	0	1555	1936	1118	2.5397	0.3761	0	1367.2615	1456.9356	1347.1245
ENSG00000129654	9	7	15	42	243	8	5.0794	37.9878	4.5825	793.4046	868.5403	2086.4708
ENSG00000065970	320	284	328	6315	3400	5642	744.4444	803.0089	1202.6477	790.6473	1005.4397	1119.9835
ENSG00000198815	859	644	978	3374	3350	2807	1274.6032	1398.0254	1977.0876	1257.66	907.5249	1582.5403
ENSG00000164916	184	91	205	2794	2469	2737	1004.7619	1132.111	967.4134	31.7086	138.7126	157.2197
ENSG00000141568	933	727	1677	8	230	3086	1243.8095	1085.4725	794.8065	250.9116	16.3191	42.2011
ENSG00000176678	2	13	9	0	1	0	58.0952	22.9431	5.0916	0	0	0.4137
ENSG00000183770	0	0	0	9	19	1	3.4921	0.3761	1.0183	44.461	10.8794	11.9983
ENSG00000111206	66.27	16.48	42.59	654	1872	735	139.7238	103.8458	37.4084	1352.4412	683.5902	612.7431
ENSG00000109101	0	1	0	461	2629	1959	8.8889	7.1462	0.5092	377.0568	320.9429	389.3256
ENSG00000170802	333	481	434	2075	1607	924	217.1429	405.4537	964.3585	1229.0534	696.2829	1023.1692
ENSG00000053254	3202	2855	2683	600.63	846.8	573.63	1212.0635	3436.9535	10528.0041	615.8915	516.6455	735.7468
ENSG00000139445	74	5	3	3	36	12	0	0.3761	0.5092	2.068	0	2.8962
ENSG00000150907	7697	1996	2967	134	454	98	1359.0476	1856.1354	3130.3462	20.3349	41.7044	77.7824
ENSG00000240445	1030	399	492	1	6	1	1318.4127	751.8571	1023.4216	2.4126	0.9066	22.3417
ENSG00000118689	2904	1027	1311	885	870	126	3570.7937	1733.8975	2464.3585	36.5338	181.3237	97.6417
ENSG00000184481	270	239	334	3	0	0	1000.9524	936.5303	1406.3136	1.034	0	0
ENSG00000114861	2313	1619	2490	0	0	0	1989.2063	1828.3028	1528.5132	0	0.9066	0
ENSG00000128573	80	27	26	458	118	73	10.7937	24.4476	181.7719	25.5048	499.5467	517.9975
ENSG00000049768	178.5	1.02	34.2	53	14	5	27.146	29.6192	6.7006	4.8252	62.5567	54.6132
ENSG00000137166	1847	1173	1447	679	1017	523	1297.1429	1691.3963	1442.4644	2151.0157	1168.631	1500.2069
ENSG00000164379	29	25	756	1631	1590	249	20.3175	11.2835	4.5825	223.3389	766.0925	2259.4125
ENSG00000176302	0	0	0	1442	2287	1023	0	0	1.0183	5448.3667	4620.1269	7352.0894
ENSG00000110074	1974	1279	1941	393	2733	906	442.2222	440.0564	328.9206	0.3447	0	0
ENSG00000100350	615	330	575	8507	1311	3478	701.2698	494.5933	354.888	1.3786	0	1.2412
ENSG00000179772	9	7	9	117	88	108	23.4921	39.8684	15.2749	19.6456	159.5648	266.446
ENSG00000136877	1675	1606	3102	3	10	6	928.8889	1241.5609	896.1303	9.6504	7.2529	15.722
ENSG00000254685	233.59	237.79	327.95	12	4	0	338.1492	332.0733	367.7189	0.6893	213.0553	8.6885
ENSG00000171051	218	116	334	190	363	71	453.9683	162.1063	263.2383	32.0533	80.689	19.0319
ENSG00000171049	30	21	63	0	0	1	12.0635	16.5491	45.8248	0	0	6.6198
ENSG00000187474	176	301	399	6	1	3	366.0317	462.6234	832.9939	15.165	24.4787	14.8945
ENSG00000138759	39	34	80	5	1	2	329.8413	145.5571	41.2424	2.068	19.9456	8.2747
ENSG00000165879	140	322	267	0	0	0	203.8095	251.9981	136.9654	0	0.9066	0
ENSG00000181274	321	516	407	13	0	2	360.3175	242.9713	132.3829	2.068	3.6265	2.4824
ENSG00000164946	35	14	17	16	8	5	307.9365	523.5543	1456.721	46.5289	38.078	19.4456
ENSG00000150893	737	581	232	0	0	0	33.9683	19.5581	20.8758	0	0.9066	0.4137
ENSG00000109536	753	560	979	10	0	7	824.7619	901.5515	1013.7475	0	0	0.8275
ENSG00000172969	0	0	0	35	56	49	1.5873	0.3761	0	14.8203	12.6927	43.4423
ENSG00000111816	84	64	92	17	28	10	97.7778	44.7579	33.0957	17.5776	68.903	94.3318
ENSG00000153303	2	2	2	0	0	0	8.5714	165.4913	262.22	6.2039	0	0
ENSG00000172159	4	6	4	32.44	10.26	2.37	32.0635	88.7635	210.2851	24.3053	20.9338	10.2524
ENSG00000151474	371.94	330.54	581.07	0	0	0	888.1746	1420.1787	3275.1426	719.6476	0	15.3082
ENSG00000114541	818	754	2193	0	1	5	602.8571	543.8646	548.8798	11.3737	1.8132	2.4824
ENSG00000171877	0	0	1	0	0	0	10.4762	6.7701	0.5092	1.3786	0.9066	0
ENSG00000139926	675	1331	600	6	18	2	1800.3175	1584.9553	791.7515	13.7864	19.9456	656.5991
ENSG00000165694	13	2	4	316	608	470	2.8571	0	2.5458	1268.6891	793.291	773.2727
ENSG00000126391	483	522	724	1119	1697	674	828.5714	781.9464	500	1482.3776	1209.4288	1319.4042
ENSG00000070601	39	3	14	846	1743	1490	43.4921	44.0056	20.8758	2003.5017	1755.2131	517.9975
ENSG00000170324	0	0	0	2685	2161	947	7.3016	4.1373	0.5092	2239.593	2477.7879	2848.9863
ENSG00000169933	0	1	0	16	43	11	0	1.1283	10.1833	13.4417	32.6383	23.1692
ENSG00000156869	590	370	265	0	2	3	67.619	55.2891	91.6497	0	1.8132	2.8962
ENSG00000166225	480	530	448	626.99	1864.17	894.32	893.6508	673.6248	852.3422	1313.9532	1256.029	521.0054
ENSG00000137218	84	35	60	0	0	1	136.1905	96.662	104.3788	9.3058	18.1324	6.6198
ENSG00000075539	474	360	441	2007	1829	709	1035.5556	1035.449	1946.0285	181.2905	311.8767	171.7005
ENSG00000073910	643	676	855	1366	4720	3105	1237.7651	1357.4048	1507.1283	360.5131	791.4778	1068.6802
ENSG00000162998	55	46	93	2	266	56	989.5238	462.9995	125.2546	0.6893	0	0
ENSG00000189139	0	0	0	1196	745	444	0.3175	0.7522	0	212.3098	563.9166	484.0712
ENSG00000075618	538	681	1035	461	901	463	1289.2063	1437.8937	730.1426	509.4057	297.3708	775.3413
ENSG00000186765	0	0	1	1288	2346	1311	24.7619	10.1551	0.5092	1003.3018	539.4379	1776.9963
ENSG00000106328	2.1	1	4	416	1091	259	1.0063	4.6864	1.054	572.823	238.4406	277.6169
ENSG00000106701	7	22	14	2857	2038	1623	32.0635	24.4476	39.7149	1403.1061	851.3146	1457.1783
ENSG00000105255	2	1	5	0	0	115	0.3175	0	2.0367	1.3786	10.8794	13.2396
ENSG00000186628	4	0	0	339.22	61.13	26.51	0.3175	0	0	20.9484	131.9855	153.1734
ENSG00000131808	1	0	0	2200	3386	2033	0	0	0	1797.0511	3021.7588	2984.6918
ENSG00000170820	0	0	1	14	303	11	0	0	0	7.2378	22.6655	51.717
ENSG00000150667	34	25	19	0	0	0	115.5556	53.4086	3.5642	0.6893	0	0
ENSG00000163430	1576	1606	1814	1515	2543	2212	15080	21437.1415	38524.4399	251.2563	657.2983	424.4932
ENSG00000070404	647	327	482	502	2298	1716	525.3968	1753.8317	3512.22	913.3459	459.6555	783.2023
ENSG00000053108	6	1	7	48	139	46	27.9365	17.3014	2.0367	83.7521	85.2221	110.8813
ENSG00000168843	16	0	2	1958	1769	573	1.2698	0	0	473.2166	1798.7307	1162.1845
ENSG00000134363	1768	366	4553	470.91	1395.61	728.46	389.5238	247.8608	268.8391	857.1458	210.68	293.1361
ENSG00000160282	27702	13822	17717	324	125	14	0.9524	1.1283	0.5092	30.6746	68.903	35.1676
ENSG00000167996	41057	32725	67532	33	3	4	43059.673	66729.843	77428.7067	0.6893	4.5331	2.8962
ENSG00000087086	176700	169695	329048	551	670	110	33490.4762	81094.8754	139545.3157	116.8393	466.9084	256.1026
ENSG00000181867	0	0	0	79	58	13	1.5873	1.5045	1.0183	57.9027	232.0943	155.5647
ENSG00000140718	854	638	682	1364	786	216	5002.2222	2063.7518	2433.8086	186.8051	87.0354	141.4977
ENSG00000068438	420	347	458	1087	1545	535	649.5238	612.6939	480.6517	348.4501	223.0281	296.235
ENSG00000122687	537	529	532	4	7	1	673.9683	590.8792	511.2016	1.7233	13.5993	50.4758
ENSG00000108592	882	771.16	826.04	5	14	4	1456.5841	1283.6859	1256.2729	13.4417	2.7199	57.0956
ENSG00000180917	486	484	554	2035	797	563	498.0952	518.2887	468.4318	317.4308	431.5503	563.0947
ENSG00000137200	1224	676	1038	0	0	0	1045.3968	1059.1443	1344.1955	0	0	0.8275
ENSG00000162613	388	589	513	134	549	106	1387.619	939.5393	829.9389	129.5917	123.3001	99.2966
ENSG00000107164	1595	1516	1444	3	1	2	998.4127	1019.6521	1258.1466	0	12.6927	0
ENSG00000179163	3340	2407	3341	18	12	24	1500.3175	1604.8895	1189.4094	16.199	11.786	17.3769
ENSG00000001036	2064	1628	3467	539.37	2098.69	240.46	1389.5238	1469.4875	1815.6823	524.3122	638.9393	546.6446
ENSG00000157353	485	265	546	484	1162	171	512.0635	410.3432	179.7352	301.9211	428.8305	347.952
ENSG00000069509	94	128	175	0	1	0	380.3175	317.4424	267.3116	2.068	0.9066	13.6533
ENSG00000165775	1301	1089	1533	193	1231	196	1353.6444	1669.2055	2099.7963	1148.4032	1611.9674	1959.0401
ENSG00000140564	17262	9752	15510	0	8	0	1883.4921	3096.5679	3295.3157	2.7573	0	2.0687
ENSG00000089280	2437	2382	2528	2422	1724	1143	4701.5873	3680.3009	2173.6253	1259.0387	1157.7516	2166.7356
ENSG00000172728	67	41	45	0	236	92	112.0635	137.2826	209.776	49.6309	10.8794	2.4824
ENSG00000196968	118	95	74	0	2	0	146.6667	141.4198	260.6925	5.8592	0.9066	5.7923
ENSG00000174951	37	46	110	0	28	0	193.6508	127.5035	178.2077	0.6893	0	0
